102034	1910	1	33	0
102037	1997	1	69	0
102041	2011	2	176	88;61;1;10
102052	1997	2	130	6;53;2;12;14;1;76;91;17;18
102058	1991	2	416	0
102061	1989	1	328	164
102076	1983	1	70	9;39;40;30;26;74;46;57
102092	1994	1	274	28;9;1;60
102099	1988	1	136	0
102124	1992	2	28	45
102131	1993	1	8	0
102135	1990	2	148	6;807;22674;28;98043
102147	1997	1	13	0
102154	1991	2	75	587;218459;117703
102155	1980	2	13	0
102167	1992	2	66	0
102180	1995	2	95	36
102203	1993	1	13	0
102217	1990	0	46	9;5;25;4;94
102220	1991	1	93	0
102240	1991	1	117	0
102255	1998	2	153	0
102319	1988	1	33	598;1
102337	1998	1	425	387;611;874;1062;1155
102343	1998	2	24	0
102346	1967	1	57	0
102368	1994	2	249	12;4;25;1;5;616
102369	1984	2	187	0
102384	1994	2	0	0
102409	1972	2	33	0
102428	1892	2	88	86;434649;562;369;5;8;19;243;2089;54
102437	1989	1	43	0
102444	1996	1	98	0
102461	1997	2	685	1098;18535;2968;468994;389;172;1
102468	1985	2	55	0
102474	1997	1	59	0
102481	1990	2	149	12;81;11;5;7;38;18;19;23;1
102482	1994	2	3	0
102487	1989	1	30	0
102498	1989	2	26	0
102500	1998	2	16	0
102503	1897	2	192	16;37;38;31;110;20;3;45;19
102505	1994	1	0	0
102507	1995	1	179	13;6687;49;3705;249919;52;11235;32849
102509	1992	1	213	1;33;16;13;4;54;99;36;6;26
102516	1989	1	467	36;35;5;22;13;27;17;64;33
102517	2011	1	91	814
102518	1995	2	7	4;77;42;61;1;71;51;6;55;2
102529	1991	1	12	0
102530	1994	1	46	0
102548	1996	1	140	0
102561	1997	1	127	0
102570	1998	2	10	0
102587	1993	2	203	0
102592	1996	2	9	0
102593	1999	2	270	0
102595	1986	2	35	0
102612	2011	1	4	0
102618	1965	1	164	0
102621	2002	1	33	0
102622	1972	1	21	0
102623	1992	1	257	0
102633	1994	1	1	0
102643	1990	2	0	0
102648	1984	2	9	0
102676	1989	1	223	2;96;1;62;4
102678	1991	2	290	104
102689	1994	1	191	83117;11;1;13
102701	2010	1	343	0
102712	2010	2	147	6912;19;99;335;6;18;37;100;40
102726	1996	1	191	5;42701;1;13;2;18;3;3156
102727	1988	1	30	3;1;111;42;18;49;2;87;48;27
102740	1987	2	0	61
102742	1989	1	26	13;12;11;9;1;2;21;8;7;4
102750	1980	2	259	23;14;5;17398;1;25
102757	1989	2	244	46168
102766	1986	1	309	41;2;69;1;7;8;111;10;58;38
102773	1990	2	110	0
102777	1994	2	68	19;878;6;1;3;4;52;33;45
102785	1983	1	75	0
102792	1994	0	45	0
102805	1994	2	49	38917;41
102823	1986	1	0	0
102837	1993	1	92	0
102841	1992	1	23	0
102891	1989	1	0	0
102895	1998	1	143	45;19;48;61959;8998;42;10;6;3679
102905	1988	1	53	11;49;55;38;5;2;4;81;41;7
102909	1992	1	124	4;14;2;19;10;38;32;1
102913	1986	2	15	12;4;1;38;18;2;3;43;11
102924	1992	2	6	0
102925	1999	1	64	0
102931	1997	2	22	0
102935	1984	1	152	0
102938	1905	1	8	0
102944	2010	1	113	0
102951	2009	2	0	0
102958	1982	2	110	1;2;88;8;24;4;3;10;1358
102972	1998	2	53	6;26;30;37;11;18;12;13;36;1
102999	1990	1	10	9
103008	1995	1	276	22
103017	1990	1	193	112;51;107;80;134;106;71;75;139;110
103028	1983	2	158	16;14;7;38;10;3;1;59;21;2
103036	1988	1	89	164221;1;5;7267;8;34955;15;4
103044	1989	2	2	0
103045	1989	1	7	1;4;43;12;10;13;5;25;21;2
103057	1997	2	89	0
103072	1993	2	258	0
103079	1995	2	49	0
103093	1991	2	149	0
103108	1980	1	63	1;5;4;51772;9;8;16;32;60;2
103110	1998	2	817	51;6;91;24;2;52;1
103123	1991	1	163	0
103143	2000	2	13	0
103157	1993	1	44	0
103162	1992	2	148	138
103167	1994	2	144	0
103170	1992	1	50	0
103181	1999	1	57	0
103209	1995	2	46	0
103217	2011	2	16	26;1;25;4;129;2;20;5;54;44
103222	1997	2	65	0
103224	1994	2	109	0
103262	2004	2	44	0
103264	1990	2	41	36;20;26;37
103274	1993	1	73	0
103281	1998	1	307	0
103303	1970	2	19	0
103316	1987	2	19	0
103323	1993	1	763	10;11;84;114;2;6;138;14
103326	1992	2	49	0
103339	2000	2	6	0
103347	1985	1	11	0
103364	1900	1	0	0
103372	1993	2	7	0
103376	1993	1	40	17;3
103377	1991	1	30	6;17;48;52;70
103386	1960	1	1	0
103390	2010	2	74	0
103399	1995	1	15	0
103407	1992	1	439	39;9;30;21;57;46;61;101;87;23
103452	1978	2	23	0
103460	1995	2	745	44;6;26;1;23;112;13;12;25;39
103463	1982	1	62	0
103468	1990	1	46	0
103479	1998	1	37	0
103484	1989	1	0	0
103487	1992	2	28	0
103507	1985	2	247	0
103522	1992	1	101	6;5;17;73;98;33;61;20;24;58
103533	1991	2	67	0
103542	1995	1	16	0
103549	1997	1	59	0
103564	1992	1	46	0
103568	1990	1	23	6
103570	1987	2	321	0
103573	1994	2	73	68;91;3;30;37;94;87;12;40
103581	2000	2	23	0
103618	1996	1	180	0
103622	2010	1	159	0
103625	1988	1	34	0
103628	1992	2	62	0
103631	1994	2	198	0
103640	1975	1	118	0
103647	1989	1	303	0
103652	2011	1	21	6;10934
103653	1996	1	133	13472;484158;1016
103659	1999	2	222	2;373;1;26;33;189239;2046;732
103660	1985	1	482	48;8;19;3;1;121;2;26;18;54
103666	1991	1	30	0
103678	1990	2	317	10;14;1;20
103679	1998	2	172	6
103684	1993	1	610	17784;22442;820
103690	1973	2	96	34;22;5;21;3;1
103692	1990	0	333	21
103700	1992	1	14	0
103703	1999	2	32	14;15;17;16;1
103706	1989	2	10	8;51
103730	1992	1	94	30;24;33;98;11;100;62;26;73
103734	1989	1	7	13;12;21;10;11;18;5;2;1;4
103743	1993	1	60	6
103744	1986	2	560	18433
103749	1993	1	202	40;27;26;39;53;6;36;11;58;84
103753	1997	2	32	0
103754	1992	2	73	0
103756	1980	1	0	0
103761	1995	1	111	1;11;7;22;14;12;2;19;98913;4
103764	1998	1	46	18;11
103766	1994	2	394	15;60;20;24;3
103769	1991	2	409	111;90;33;53;26;18;15;6;1;36
103790	1993	2	295	70;74;64;24
103792	1991	2	53	0
103795	1991	1	3	0
103822	1993	2	12	0
103823	1990	1	22	0
103825	1996	2	22	0
103833	1986	2	295	0
103840	1990	2	89	0
103847	1996	2	151	4;1;14;12;18;23;19;81;9;209
103860	1989	1	49	6;3;126
103862	1981	2	4	0
103879	1987	1	43	42
103901	1999	2	248	31;1;3;60;37;15;55
103921	1990	1	13	77
103924	1999	2	114	0
103931	1999	2	11	0
103954	1976	2	101	42;21;67;13;41;25;1;85;2;5
103955	1982	2	0	0
103961	1996	1	218	44;167879;4;62;3;30;6;11586;224785;18
103963	1987	1	23	0
103970	1999	1	49	0
103976	1990	1	0	0
103981	1985	2	103	0
103986	2010	1	30	0
103988	1987	2	15	0
103997	1975	2	9	0
104011	1998	1	57	0
104033	1971	2	184	36;1;13;74;26;9
104039	1980	2	88	0
104048	1988	1	22	90;106
104063	1992	2	0	0
104067	1985	2	100	34;5;2;11;1;8;10;4;41;3
104070	1993	2	186	0
104074	1998	2	0	0
104084	1994	2	131	18;25;14;3;4;2;10;12;23;1
104086	1998	2	308	57;30;16;1;4;13;730;2;32
104093	1992	1	94	0
104119	1990	2	196	0
104124	1986	2	81	5;35;13;52;355190;1
104128	2010	1	20	6865;11;18;81
104133	1996	1	82	0
104134	1984	2	31	0
104139	1990	1	19	0
104143	1994	1	10	0
104179	2008	2	0	0
104192	1995	2	245	0
104205	1900	1	204	0
104211	1992	2	109	215785;45;3
104230	2000	2	82	0
104243	1996	2	0	0
104249	1989	2	294	0
104254	2000	2	58	0
104286	1990	1	12	0
104302	2003	2	4	0
104304	1999	2	37	39;37;40
104306	1982	1	4	0
104327	1988	1	405	1;13;25;22;56;32;4;21;5;10
104333	1997	1	25	0
104335	1987	1	9	0
104337	1986	1	9	0
104344	1988	1	190	56;2;51;1;1541;32;35;43;21
104351	1993	2	63	0
104365	1993	1	341	50;25;6;70;51;7;17;2;5
104423	1992	2	0	0
104427	1990	1	147	0
104451	1991	2	59	0
104458	1995	1	205	0
104465	1989	1	44	19;17;24;10;77;5;35;1;88;71
104477	1993	1	89	6;7;59;73;4;1;65169;3;10
104491	1995	1	65	92;116
104493	1998	2	84	0
104514	1997	2	93	4617;69513;25517;18;13205;44;16368;9012
104531	1996	1	94	83;11;85;33;48;2;6;28
104541	1991	2	14	0
104542	1991	2	57	0
104555	1994	1	59	113;44;48;84;6
104570	1986	1	8	0
104592	1996	1	129	37;76;36;40;39;26;46;57;87
104593	1998	2	49	77;61;55;51;84
104607	1979	2	6	0
104608	1997	1	35	0
104638	1994	2	585	61219
104646	2008	2	73	0
104684	1991	2	0	0
104712	1992	1	0	0
104719	1988	2	134	0
104722	1992	1	37	14;22;1;23;2;7;11;38;10
104728	1998	2	150	2;19;32;3;30;18;17;11;12
104735	1995	2	230	3;41;28;1;25;50;6;7;24;14
104736	2000	1	11	0
104742	1991	2	79	0
104746	1896	2	144	1;22;12;2;6;3;25;14;93
104747	1997	2	25	6;1;53;51;2;107;14;781;31
104758	1979	2	18	0
104769	2011	1	0	0
104772	1998	2	48	0
104779	1979	1	62	0
104799	1995	1	92	38;3;12;13;4;18;1;14
104837	1993	1	617	6
104850	1995	1	107	6;18;255
104862	2000	2	63	0
104870	1990	1	32	24;6;53;43;77;5;64;72;57
104890	1989	2	9	19;3;1;4;38;14;18;2;142;7
104902	1998	2	108	39;275
104919	1998	1	56	0
104925	1992	2	41	123;40;9;39
104936	1964	2	0	36;40;46;26;30
104937	1991	2	14	0
104949	1997	1	6	0
104960	1988	1	112	0
104962	1988	1	1	0
104988	1990	1	214	443;5827;519621
104991	1992	2	50	7;12;41;1;6;4;13;2;31;18
104996	1998	1	31	0
105001	1991	2	72	46;9;15367;26
105017	1944	1	70	0
105024	1991	2	17	0
105025	1998	2	428	0
105035	1998	1	147	0
105041	1991	1	9	0
105045	1990	1	82	0
105046	1991	2	78	53;4;46;42;13;24;23;76;7;6
105052	1972	2	0	0
105069	1994	1	70	0
105071	1982	1	5	0
105075	1979	2	37	0
105090	1984	1	13	0
105095	2000	1	39	0
105102	1985	1	7	0
105115	1976	2	10	0
105128	1999	2	116	26;46;136;33;39;135;52;30;37
105132	1980	2	15	0
105133	1997	1	230	0
105134	1973	2	0	0
105174	1992	2	105	0
105216	1997	2	32	6;71;113;88;1;12;68;2
105233	1986	2	82	33;108;18;6;13;14;62;53;1
105234	1990	1	134	0
105246	1983	2	363	0
105251	2001	1	10	0
105257	1990	1	16	6;55;68;51;79;4;78;1;22;48
105264	1997	1	17	0
105265	1990	1	61	0
105266	1996	2	672	0
105283	1895	1	191	0
105294	2010	2	11	0
105299	1983	2	91	130;247;34
105325	1996	1	125	1964;75;51
105327	1983	2	28	4;8;10;81;23;19;14;31;38;1
105333	1982	1	19	0
105338	1991	2	154	0
105348	1900	0	0	0
105353	1971	1	10	0
105403	1986	1	13	0
105405	1975	1	141	0
105417	1991	2	0	0
105428	1998	1	100	0
105436	1985	1	27	0
105439	1982	2	41	16
105446	1991	2	33	0
105462	1990	2	93	54601
105469	1972	1	7	0
105478	1986	1	142	0
105483	1989	2	5	0
105487	1999	2	122	0
105492	1989	2	119	0
105507	1989	1	32	11;75;90;104;71
105512	1997	2	104	86616
105517	1991	2	43	0
105519	1973	2	2	0
105539	1999	1	81	0
105548	1996	2	25	4;17;62;6;24
105551	1998	1	138	1;18;7;49;3;13;81;5;4;52
105559	1995	2	211	0
105561	1993	1	204	0
105572	1985	1	0	51
105579	1990	1	65	0
105582	1998	2	105	1;66;89;3;26;6;12;14;2;10
105592	0-11	2	72	0
105596	1985	2	98	49;3;7;5;1;52;25;19;21;34
105601	1991	1	41	48;6;88;27
105605	1998	2	676	3;6640;33;6;23;3804;20;11133;17;2
105619	1999	2	118	61;14;53;6;17;1;10;33;36;15
105644	1998	2	65	6;9;1;2;3;30;17;7;51
105652	1998	2	123	0
105682	1992	2	67	0
105699	1991	1	163	2;11;22;6
105702	1993	1	55	0
105705	1990	1	10	48
105708	1992	2	41	84444
105731	1989	2	194	0
105732	1973	1	10	0
105743	1992	1	48	0
105762	1995	2	111	0
105800	1892	1	102	0
105819	2012	2	105	0
105823	1988	1	47	42;11;74;35;4;2;115;70;48;56
105832	1990	2	49	0
105838	2011	1	296	51;61;1240;60002;55;4688;6789;200300;3388
105847	1996	2	0	0
105851	1988	2	202	0
105853	2000	1	163	1269;126
105863	1970	2	544	0
105871	1979	1	22	0
105879	1995	1	108	0
105882	1991	1	0	0
105898	1996	1	38	0
105900	1977	2	75	0
105912	1991	1	89	0
105923	1985	1	0	0
105927	1994	2	256	6;7;1;12;25;53;39;4;123;5
105948	1983	1	5	11;1;4;21;2
105952	1996	2	24	0
105973	1991	2	192	0
105974	1987	2	0	0
105982	1995	1	38	0
105991	1992	2	15	0
105998	1993	1	69	0
105999	1991	1	73	15126;4929;303809;29932;68723;154123
106012	1988	1	51	0
106018	1992	1	35	0
106026	1990	1	0	0
106047	1994	1	30	0
106048	1992	2	261	15;26;37;45;30;14;36;40
106055	1998	1	188	4;81;1;10;3;18;25;49;2;11
106060	1991	2	112	1;46;9;6;71;2;62;30
106061	1978	1	221	0
106068	1995	1	23	108;6;92;18;22;11;4;57;109
106069	1998	2	177	1;10;6;31;14;4;11;2;13;91433
106070	1921	2	3	0
106074	1989	1	19	11;36;21;26;51;41;4;3;35;2
106075	1978	2	24	0
106080	1988	2	218	1;119;39;4;7;15;26;51;8;13
106096	1891	1	169	30;9;6;26;33;53;3;93;51
106107	1990	2	45	0
106114	1995	1	24	0
106136	1982	1	138	0
106141	1995	1	10	142818;133
106170	1999	1	68	173
106173	1989	2	19	0
106184	1996	1	2	0
106191	1987	1	0	4
106195	1989	1	445	87;64;24
106197	2000	1	62	17;62;6;16;50;36
106202	1996	2	29	0
106208	1996	1	102	36;57;26;70;46;16;9;39;40
106211	1998	2	94	1;21;3;2
106220	1978	2	89	0
106224	1997	1	4	0
106236	1992	2	15	0
106240	1986	1	13	45556;51
106260	1997	2	86	0
106285	1983	1	79	97;77;110;55
106286	1998	1	32	51;55;75;105
106288	1979	2	14	335;88
106307	1996	1	75	4;56
106353	1981	1	541	21445;300;2;8;240;20206;56;41;243;32354
106363	2001	1	32	0
106390	1997	2	62	2
106416	0-0-	0	155	0
106434	1998	2	82	0
106437	1988	2	58	0
106469	1985	2	63	5;3;4;19;1;10
106488	1983	1	4	0
106493	2000	2	30	0
106494	1989	2	0	0
106495	1992	2	27	0
106513	1995	1	313	9
106520	1994	1	149	30;1;6;41;36;48;22;9;3
106524	2011	2	32	0
106550	1997	2	24	0
106566	2011	1	76	0
106574	1997	1	24	0
106575	1994	1	19	0
106579	1987	1	6	0
106589	1992	2	75	0
106597	1986	1	109	0
106615	2000	1	0	42
106634	2008	2	99	0
106667	1984	1	3	0
106683	1989	2	112	5;1;11;18;4;22;7;21;52;34
106691	1988	2	568	2945;142769;381670
106708	1996	1	40	0
106717	1999	2	59	0
106720	1991	2	100	6;588;3;20;31
106728	1979	2	319	63;3191
106731	1992	1	18	77;51
106756	2010	1	117	0
106761	1981	1	19	0
106763	1983	1	71	11;22;43;4;13;1;2;5;21;56
106767	2000	2	11	1;90;55;4;7
106807	1990	2	823	1;185;165;5;750;1353
106832	1993	1	8	0
106842	1991	2	153	280526;232;9949;285783;500;9
106849	2010	2	21	0
106852	1966	2	109	0
106861	2010	2	90	0
106878	1980	2	24	31;19;37;63977;40
106887	1990	1	24	0
106890	1994	1	141	78
106896	1976	2	7	0
106902	2000	2	0	0
106905	1997	2	65	31;6
106931	1997	2	38	0
106932	1997	1	374	1189;9;1437;16;55;6;17;3;1;44
106937	1997	2	608	51
106964	1993	2	290	0
106972	1996	2	168	0
106974	1990	2	200	17;15;57;45;3;6;30;20;44
106986	1991	2	246	16;24;5;1;492522;44;15;26;46
106999	1994	1	57	0
107008	1993	2	276	0
107011	1996	1	24	0
107013	1995	1	4	0
107017	2011	2	0	0
107021	1986	2	98	68;20;123;13;2;94;35;19;21726;3
107026	1992	1	24	0
107038	1987	1	1	0
107046	1984	1	20	0
107054	1996	2	17	107;6;17;25;27
107059	1994	2	107	0
107075	1990	2	20	0
107080	1995	1	74	94934
107092	1991	1	191	84;4;10;6;83;48;112;26;80
107114	1992	2	76	82;9
107128	1992	1	13	0
107136	1988	2	96	35
107159	1989	2	0	0
107179	1993	2	67	1;40;51;6;3;4;31;14
107197	1991	1	69	0
107204	1986	2	159	0
107212	1995	1	31	0
107238	2001	1	210	51;265520;33;11;283;1;39;9;17;26
107242	1992	1	62	0
107255	1990	1	19	0
107256	1980	1	49	41
107263	1984	2	50	1;2;12;16;5;45;40;89;63;7
107272	1991	2	75	6;3;4;13;1;12
107278	1995	2	67	0
107309	1994	2	150	0
107314	1999	1	99	18;22;32;85;1;28;87;6;13;4
107340	1997	1	29	0
107346	1996	1	266	0
107361	1992	2	173	4;6;17;1;73;30;10;38;28
107364	1991	2	82	32537;67;17;83;20;6;26;19;5
107366	1995	2	422	0
107383	1996	2	28	0
107391	1991	1	11	0
107402	1997	2	9	16
107408	1986	1	434	0
107417	0-6-	2	143	23;1;5;13;2;83;25
107419	1997	2	154	11181;27694
107421	1996	2	190	0
107424	1990	2	36	9;15;17;1;8
107449	1990	1	313	33;16;60;1;67;6;83;59;54;22
107452	1993	1	3	0
107457	1990	1	46	0
107463	1990	2	182	1;26;74;41;30
107472	1979	2	311	0
107474	1992	1	68	92;4;11;8;18;88;19;49;68
107488	1989	2	180	35;66;38;3;31;39;601;20;72;19
107491	1988	1	535	55;51
107497	1997	2	28	0
107530	1993	1	46	15304;64
107547	1992	2	210	0
107573	1995	1	104	1;51;59;90;48;6;44
107583	2010	2	158	1;20;17;21;6;26;3;40;10
107592	1998	1	5	0
107604	1993	1	20	0
107609	1904	1	71	0
107618	1993	2	1	0
107630	1990	2	208	6;3;15;9;13;25;5;1;20;10
107632	1990	1	15	0
107640	1963	1	1	0
107642	1992	2	74	0
107644	1994	2	68	207;28;1
107657	0-0-	2	70	0
107668	1993	2	3	0
107681	1973	1	27	0
107695	1998	1	5	0
107708	1989	1	77	0
107712	1997	2	126	14;11;2;12;1;13;30;4
107715	1998	1	7	0
107747	1992	2	67	0
107762	1992	1	6	0
107775	1996	2	59	23;19;10;6;81;12;42;534794
107785	1996	1	24	0
107795	1994	2	198	543;15881;206872;7251;18;6;1716;371563;2871
107807	1922	2	18	0
107826	1997	1	37	53;99;76;22;36;73;6
107833	1993	2	1294	30;5;6869;1;16;40553;51;13;46;89
107851	1997	2	29	0
107913	1990	1	22	0
107920	1990	1	14	1228
107953	1993	2	22	0
107960	1995	2	86	14;6;84;1;33;51;23;53
107965	1994	2	60	0
107980	1978	2	28	31;2;30;58;12;23;79;13;8
108011	1990	2	7	0
108013	1992	2	8	0
108017	1981	2	271	26;2;5;15;39;13;8;46;85;1
108018	1984	1	11	0
108022	1998	2	47	0
108049	1999	2	281	8338;40;2;73;3;26;53;30;20;36
108081	1962	2	44	0
108084	1982	1	44	2;7;1;21;32
108088	0-0-	0	39	0
108100	1996	2	38	0
108112	1997	1	81	0
108116	2000	2	75	33;1;18;15;283;17;106
108124	1991	1	18	0
108190	1997	1	24	0
108202	1972	2	0	0
108205	1992	2	187	5;3;1;16;49;25
108249	1983	2	178	25;19;10;13;3;34;4;5;7
108251	1975	1	70	63
108254	1987	1	105	0
108261	1988	2	97	8;45;1;20;66;9;69
108264	1998	1	148	2;11;1;48;10;44;18;6
108286	1988	2	403	23;38;32;3;10;13;7;5;1
108309	1991	1	64	0
108315	1996	1	27	0
108316	1990	1	15	2;6;1;9;90;21;84;18;12;4
108324	1994	1	78	0
108327	1994	2	55	359685
108376	1992	2	18	0
108379	1989	2	42	0
108383	1992	1	189	0
108404	1994	1	76	0
108405	1990	2	33	0
108409	1992	1	124	0
108437	1989	1	66	0
108441	1996	1	87	78;55
108452	1995	1	53	0
108461	1983	1	182	13;179;67660;21;1;4
108462	1998	1	218	0
108489	1995	2	2	0
108495	1993	1	402	11;5;32;4;1;25
108500	2010	2	0	0
108523	1892	2	52	0
108545	1994	1	0	0
108548	1954	2	2	0
108556	1991	2	642	97;71;75
108559	1991	2	51	0
108594	1994	1	79	0
108605	1986	2	94	8;3
108606	1990	1	111	0
108613	1985	2	3	0
108620	1994	1	150	0
108624	1963	1	34	0
108636	1998	2	169	0
108656	1891	2	191	0
108666	1995	1	420	6;55;84;80;51
108673	1989	2	11	2;8;51;4;34;7;14;67;23;1
108685	1995	2	326	18;3921;147499;11
108704	1989	1	86	0
108711	2010	1	0	0
108751	1997	1	75	13690;92;6
108752	2001	2	118	2469;23;1;12;81;31;66;89;39;14
108777	1997	2	238	0
108780	1991	1	66	524;649;82;232;6;97051;4124;126
108784	1981	1	5	0
108791	1998	1	181	0
108819	1981	1	3	11;18;5;7;21;4;10;2;1;43
108833	1988	2	142	0
108837	1936	1	203	0
108850	1966	1	17	51
108861	1986	1	363	0
108863	2000	2	41	0
108877	1993	1	59	0
108903	1992	1	61	0
108932	1937	2	3	0
108934	2011	2	4	0
108938	1997	1	100	0
108943	1992	2	109	7;112;89;23;10
108966	1972	1	0	0
108972	1989	1	3	0
108987	1996	1	18	0
108993	1991	2	154	15;23;128;1;52;12;13;261;14;6
109001	1988	1	11	0
109003	1996	2	206	417;50;4;142;16;42871
